file,species
01927.jpg,Left Margin
01928.jpg,Left Margin
01929.jpg,Left Margin
01930.jpg,Maximum Speed 60
01931.jpg,Maximum Speed 60
01932.jpg,Maximum Speed 60
01933.jpg,Danger
01934.jpg,Maximum Speed 60
01935.jpg,Maximum Speed 60
01936.jpg,Danger
01937.jpg,Maximum Speed 40
01938.jpg,Maximum Speed 40
01939.jpg,Maximum Speed 40
01940.jpg,Maximum Speed 40
01941.jpg,Maximum Speed 40
01942.jpg,Right Bend
01943.jpg,Right Bend
01944.jpg,Left Margin
01945.jpg,Left Margin
01946.jpg,Left Margin
01947.jpg,Left Margin
01948.jpg,Maximum Speed 90
01949.jpg,Maximum Speed 90
01950.jpg,Maximum Speed 90
01951.jpg,Maximum Speed 90
01952.jpg,Maximum Speed 90
01953.jpg,Maximum Speed 90
01954.jpg,One way Traffic
01955.jpg,U-turn Prohibited
01956.jpg,U-turn Prohibited
01957.jpg,Maximum Speed 40
01958.jpg,Maximum Speed 40
01959.jpg,Maximum Speed 40
01960.jpg,One way Traffic
01961.jpg,One way Traffic
01962.jpg,One way Traffic
01963.jpg,One way Traffic
01964.jpg,Pedestrain
01965.jpg,Pedestrain
01966.jpg,Pedestrain
01967.jpg,Left Margin
01968.jpg,Pedestrain
01969.jpg,Pedestrain
01970.jpg,Danger
01971.jpg,Danger
01972.jpg,Maximum Speed 40
01973.jpg,Danger
01974.jpg,Danger
01975.jpg,Danger
01976.jpg,Danger
01977.jpg,Danger
01978.jpg,NO Waiting
01979.jpg,NO Waiting
01980.jpg,NO Waiting
01981.jpg,NO Waiting
01982.jpg,One way Traffic
01983.jpg,One way Traffic
01984.jpg,One way Traffic
01985.jpg,One way Traffic
01986.jpg,One way Traffic
01987.jpg,One way Traffic
01988.jpg,One way Traffic
01989.jpg,Park Forbidden
01990.jpg,Park Forbidden
01991.jpg,Maximum Speed 40
01992.jpg,Maximum Speed 40
01993.jpg,Maximum Speed 40
01994.jpg,Maximum Speed 40
01995.jpg,Road Work
01996.jpg,Road Work
01997.jpg,Pedestrian crossing
01998.jpg,Pedestrian crossing
01999.jpg,Pedestrian crossing
02000.jpg,Pedestrian crossing
02001.jpg,Pedestrian crossing
02002.jpg,Pedestrian crossing
02003.jpg,Pedestrian crossing
02004.jpg,Pedestrian crossing
02005.jpg,Pedestrian crossing
02006.jpg,NO Waiting
02007.jpg,NO Waiting
02008.jpg,NO Waiting
02009.jpg,Pedestrian crossing
02010.jpg,Pedestrian crossing
02011.jpg,Pedestrian crossing
02012.jpg,Pedestrian crossing
02013.jpg,Pedestrian crossing
02014.jpg,Pedestrian crossing
02015.jpg,Pedestrian crossing
02016.jpg,Pedestrain
02017.jpg,Pedestrain
02018.jpg,Pedestrain
02019.jpg,Pedestrain
02020.jpg,Pedestrain
02021.jpg,U-turn Prohibited
02022.jpg,U-turn Prohibited
02023.jpg,U-turn Prohibited
02024.jpg,Pedestrian crossing
02025.jpg,Pedestrian crossing
02026.jpg,U-turn Prohibited
02027.jpg,Right Turn Prohibited
02028.jpg,STOP
02029.jpg,Right Turn Prohibited
02030.jpg,STOP
02031.jpg,Right Turn Prohibited
02032.jpg,STOP
02033.jpg,Right Turn Prohibited
02034.jpg,STOP
02035.jpg,Right Turn Prohibited
02036.jpg,STOP
02037.jpg,Right Turn Prohibited
02038.jpg,STOP
02039.jpg,Right Turn Prohibited
02040.jpg,STOP
02041.jpg,Pedestrain
02042.jpg,Pedestrain
02043.jpg,Pedestrain
02044.jpg,Pedestrain
02045.jpg,Pedestrain
02046.jpg,Pedestrain
02047.jpg,Pedestrain
02048.jpg,Two Way Traffic
02049.jpg,Two Way Traffic
02050.jpg,Two Way Traffic
02051.jpg,Two Way Traffic
02052.jpg,Two Way Traffic
02053.jpg,Two Way Traffic
02054.jpg,STOP
02055.jpg,Left Turn Prohibited
02056.jpg,Left Turn Prohibited
02057.jpg,Pedestrian crossing
02058.jpg,Pedestrian crossing
02059.jpg,Pedestrian crossing
02060.jpg,Pedestrian crossing
02061.jpg,Pedestrain
02062.jpg,Two Way Traffic
02063.jpg,Two Way Traffic
02064.jpg,Two Way Traffic
02065.jpg,Two Way Traffic
02066.jpg,Park
02067.jpg,Park
02068.jpg,Pedestrian crossing
02069.jpg,Pedestrian crossing
02070.jpg,NO Waiting
02071.jpg,NO Waiting
02072.jpg,Pedestrain
02073.jpg,NO Waiting
02074.jpg,NO Waiting
02075.jpg,NO Waiting
02076.jpg,NO Waiting
02077.jpg,Pedestrian crossing
02078.jpg,NO Waiting
02079.jpg,NO Waiting
02080.jpg,Pedestrian crossing
02081.jpg,Pedestrian crossing
02082.jpg,Danger
02083.jpg,Danger
02084.jpg,Pedestrian crossing
02085.jpg,Pedestrian crossing
02086.jpg,Pedestrian crossing
02087.jpg,Pedestrian crossing
02088.jpg,Maximum Speed 40
02089.jpg,Pedestrian crossing
02090.jpg,Pedestrian crossing
02091.jpg,Pedestrian crossing
02092.jpg,Pedestrian crossing
02093.jpg,Pedestrain
02094.jpg,Pedestrain
02095.jpg,Pedestrain
02096.jpg,STOP
02097.jpg,STOP
02098.jpg,Pedestrain
02099.jpg,Pedestrain
02100.jpg,Pedestrain
02101.jpg,Pedestrain
02102.jpg,STOP
02103.jpg,STOP
02104.jpg,Right Turn Prohibited
02105.jpg,Right Turn Prohibited
02106.jpg,STOP
02107.jpg,Maximum Speed 90
02108.jpg,Maximum Speed 90
02109.jpg,NO Waiting
02110.jpg,Park
02111.jpg,Park
02112.jpg,Park
02113.jpg,Park
02114.jpg,Speed Camera
02115.jpg,Park
02116.jpg,Speed Camera
02117.jpg,Speed Camera
02118.jpg,Park
02119.jpg,Park
02120.jpg,Park
02121.jpg,Park
02122.jpg,Park
02123.jpg,Park
02124.jpg,Right Bend
02125.jpg,Right Bend
02126.jpg,Maximum Speed 80
02127.jpg,Compulsory Keep BothSide
02128.jpg,Maximum Speed 80
02129.jpg,Right Bend
02130.jpg,Right Bend
02131.jpg,Left Turn Prohibited
02132.jpg,Left Turn Prohibited
02133.jpg,Left Turn Prohibited
02134.jpg,Compulsory Keep BothSide
02135.jpg,Compulsory Keep BothSide
02136.jpg,U-Turn Allowed
02137.jpg,U-Turn Allowed
02138.jpg,U-Turn Allowed
02139.jpg,Side Road Right
02140.jpg,Side Road Right
02141.jpg,Side Road Right
02142.jpg,Side Road Right
02143.jpg,Maximum Speed 80
02144.jpg,Right Bend
02145.jpg,Right Bend
02146.jpg,NO Waiting
02147.jpg,NO Waiting
02148.jpg,Maximum Speed 80
02149.jpg,Maximum Speed 80
02150.jpg,Maximum Speed 80
02151.jpg,U-Turn
02152.jpg,U-Turn
02153.jpg,Compulsory Keep BothSide
02154.jpg,School
02155.jpg,School
02156.jpg,School
02157.jpg,School
02158.jpg,Left Margin
02159.jpg,Left Margin
02160.jpg,Side Road Right
02161.jpg,Left Bend
02162.jpg,NO Stopping
02163.jpg,NO Stopping
02164.jpg,NO Stopping
02165.jpg,NO Stopping
02166.jpg,NO Stopping
02167.jpg,NO Stopping
02168.jpg,Right Bend
02169.jpg,Side Road Right
02170.jpg,NO Stopping
02171.jpg,Speed Camera
02172.jpg,Speed Camera
02173.jpg,Speed Camera
02174.jpg,NO Stopping
02175.jpg,NO Stopping
02176.jpg,NO Stopping
02177.jpg,NO Stopping
02178.jpg,NO Stopping
02179.jpg,NO Stopping
02180.jpg,NO Stopping
02181.jpg,NO Stopping
02182.jpg,NO Stopping
02183.jpg,NO Stopping
02184.jpg,NO Stopping
02185.jpg,NO Stopping
02186.jpg,NO Stopping
02187.jpg,NO Stopping
02188.jpg,NO Stopping
02189.jpg,NO Stopping
02190.jpg,NO Stopping
02191.jpg,NO Stopping
02192.jpg,NO Stopping
02193.jpg,NO Stopping
02194.jpg,NO Stopping
02195.jpg,Two Way Traffic
02196.jpg,Two Way Traffic
02197.jpg,Pedestrain
02198.jpg,Pedestrain
02199.jpg,NO Stopping
02200.jpg,NO Stopping
02201.jpg,NO Stopping
02202.jpg,NO Stopping
02203.jpg,NO Stopping
02204.jpg,Two Way Traffic
02205.jpg,Two Way Traffic
02206.jpg,Two Way Traffic
02207.jpg,Pedestrain
02208.jpg,Pedestrain
02209.jpg,Pedestrain
02210.jpg,Pedestrain
02211.jpg,Danger
02212.jpg,Danger
02213.jpg,No Horn
02214.jpg,Left Margin
02215.jpg,Left Margin
02216.jpg,Left Margin
02217.jpg,Left Margin
02218.jpg,Right Margin
02219.jpg,Right Margin
02220.jpg,Right Margin
02221.jpg,Right Margin
02222.jpg,Danger
02223.jpg,Danger
02224.jpg,NO Stopping
02225.jpg,Maximum Speed 60
02226.jpg,Danger
02227.jpg,Danger
02228.jpg,Danger
02229.jpg,Pedestrain
02230.jpg,NO Stopping
02231.jpg,Danger
02232.jpg,Danger
02233.jpg,Left Margin
02234.jpg,Danger
02235.jpg,No Horn
02236.jpg,Danger
02237.jpg,NO Stopping
02238.jpg,Danger
02239.jpg,Right Turn Prohibited
02240.jpg,Right Turn Prohibited
02241.jpg,Right Turn Prohibited
02242.jpg,Maximum Speed 60
02243.jpg,Right Turn Prohibited
02244.jpg,Danger
02245.jpg,One way Traffic
02246.jpg,Maximum Speed 60
02247.jpg,Danger
02248.jpg,Left Margin
02249.jpg,Right Turn Prohibited
02250.jpg,Danger
02251.jpg,Danger
02252.jpg,Right Turn Prohibited
02253.jpg,Right Turn Prohibited
02254.jpg,Pedestrain
02255.jpg,One way Traffic
02256.jpg,Right Turn Prohibited
02257.jpg,Left Margin
02258.jpg,Pedestrain
02259.jpg,Left Margin
02260.jpg,Right Turn Prohibited
02261.jpg,Right Turn Prohibited
02262.jpg,U-Turn Allowed
02263.jpg,U-Turn Allowed
02264.jpg,Maximum Speed 80
02265.jpg,School
02266.jpg,NO Stopping
02267.jpg,NO Stopping
02268.jpg,School
02269.jpg,NO Stopping
02270.jpg,NO Stopping
02271.jpg,Danger
02272.jpg,Danger
02273.jpg,Danger
02274.jpg,NO Stopping
02275.jpg,NO Stopping
02276.jpg,Park
02277.jpg,Park
02278.jpg,Park
02279.jpg,NO Stopping
02280.jpg,NO Stopping
02281.jpg,NO Stopping
02282.jpg,NO Stopping
02283.jpg,NO Stopping
02284.jpg,NO Stopping
02285.jpg,Pedestrian crossing
02286.jpg,Pedestrian crossing
02287.jpg,Danger
02288.jpg,School
02289.jpg,U-Turn
02290.jpg,Pedestrian crossing
02291.jpg,Pedestrian crossing
02292.jpg,NO Stopping
02293.jpg,NO Stopping
02294.jpg,NO Stopping
02295.jpg,NO Stopping
02296.jpg,NO Stopping
02297.jpg,NO Stopping
02298.jpg,Pedestrian crossing
02299.jpg,Park
02300.jpg,Park
02301.jpg,Left Turn Prohibited
02302.jpg,Side Road Right
02303.jpg,NO Waiting
02304.jpg,Left Margin
02305.jpg,NO Stopping
02306.jpg,NO Stopping
02307.jpg,NO Stopping
02308.jpg,Compulsory Keep BothSide
02309.jpg,Danger
02310.jpg,Speed Camera
02311.jpg,NO Stopping
02312.jpg,NO Stopping
02313.jpg,NO Stopping
02314.jpg,NO Stopping
02315.jpg,NO Stopping
02316.jpg,NO Stopping
02317.jpg,NO Stopping
02318.JPG,Left Bend
02319.JPG,Left Bend
02320.JPG,Road Work
02321.JPG,Road Work
02322.jpg,Pedestrain
02323.jpg,Danger
02324.jpg,U-Turn Allowed
02325.jpg,U-Turn Allowed
02326.jpg,U-Turn Allowed
02327.jpg,Park Forbidden
02328.jpg,Danger
02329.jpg,Cycle crossing
02330.jpg,Cycle crossing
02331.jpg,NO Stopping
02332.jpg,NO Stopping
02333.jpg,One way Traffic
02334.jpg,One way Traffic
02335.jpg,MotorCycle Prohibited
02336.jpg,MotorCycle Prohibited
02337.jpg,Cycle crossing
02338.jpg,Cycle crossing
02339.jpg,Cycle crossing
02340.jpg,Cycle crossing
02341.jpg,Cycle crossing
02342.jpg,Cycle crossing
02343.jpg,Cycle crossing
02344.jpg,MotorCycle Prohibited
02345.jpg,Danger
02346.jpg,One way Traffic
02347.jpg,Right Turn Prohibited
02348.jpg,Park Forbidden
02349.jpg,Park Forbidden
02350.jpg,Cycle crossing
02351.jpg,NO Stopping
02352.jpg,One way Traffic
02353.jpg,NO Stopping
02354.jpg,Park Forbidden
02355.jpg,MotorCycle Prohibited
02356.jpg,MotorCycle Prohibited
02357.jpg,One way Traffic
02358.jpg,Park Forbidden
02359.jpg,No Horn
02360.jpg,No Horn
02361.jpg,Park Forbidden
02362.jpg,Park Forbidden
02363.jpg,Park Forbidden
02364.jpg,Maximum Speed 40
02365.jpg,Compulsory Keep BothSide
02366.jpg,Left Margin
02367.jpg,Maximum Speed 70
02368.jpg,Speed Camera
02369.jpg,Speed Camera
02370.jpg,Speed Camera
02371.jpg,Right Bend
02372.jpg,Compulsory Keep BothSide
02373.jpg,Right Turn Prohibited
02374.jpg,Hump
02375.jpg,One way Traffic
02376.jpg,Left Margin
02377.jpg,Pedestrian crossing
02378.jpg,Slow
02379.jpg,STOP
02380.jpg,One way Traffic
02381.jpg,One way Traffic
02382.jpg,School
02383.jpg,STOP
02384.jpg,STOP
02385.jpg,Pedestrain
02386.jpg,Pedestrain
02387.jpg,Pedestrain
02388.jpg,NO Stopping
02389.jpg,Right Margin
02390.jpg,Right Margin
02391.jpg,Danger
02392.jpg,Left Turn Prohibited
02393.jpg,Left Turn Prohibited
02394.jpg,Left Turn Prohibited
02395.jpg,U-Turn
02396.jpg,U-turn Prohibited
02397.jpg,One way Traffic
02398.jpg,STOP
02399.jpg,STOP
02400.jpg,U-turn Prohibited
02401.jpg,U-turn Prohibited
02402.jpg,U-turn Prohibited
02403.jpg,NO Stopping
02404.jpg,STOP
02405.jpg,Slow
02406.jpg,Slow
02407.jpg,Pedestrain
02408.jpg,Pedestrain
02409.jpg,Pedestrain
02410.jpg,Compulsory Keep BothSide
02411.jpg,Compulsory Keep BothSide
02412.jpg,NO Waiting
02413.jpg,One way Traffic
02414.jpg,STOP
02415.jpg,School
02416.jpg,School
02417.jpg,School
02418.jpg,NO Waiting
02419.jpg,NO Waiting
02420.jpg,Slow
02421.jpg,U-turn Prohibited
